Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Søren Pape Poulsen,SorenPapePoulsen,100044117301725,POLITICIAN,DK,Formand for Det Konservative Folkeparti og tidligere justitsminister. ,2014-08-12 17:51:53,88444,92723,2022-10-14 11:26:31 CEST,2022-10-14,11:26:31,Photo,"1,187",890,223,25,16,4,20,0,4,5,,-,0,0,0,N/A,https://www.facebook.com/100044117301725/posts/662544971892740,"Når jeg oplever sundhedsvæsnet gennem mine forældre, så forstår jeg bedre de beretninger, vi også hører fra personalet. Sundhedsvæsnet er under massivt pres. Jeg har tidligere fortalt om min far, som har lungesygdommen KOL. Han har fået en god behandling på sygehuset, men der er heller ikke nogen tvivl om, at mange af de undersøgelser og kontroller, han går til, er nedslidende for ham. Der er langt til sygehuset, og der er meget ventetid. En meget større del af danskernes kontakt med sundhedsvæsnet kunne sagtens foregå ved den praktiserende læge. Og hvorfor er det så vigtigt? Fordi det er tættere på borgeren. Fordi det giver tryghed at møde den samme læge igen og igen. Derfor har vi sagt, at vi vil uddanne 1.500 flere læger, så alle danskere får en fast praktiserende læge. Den samme. Hver gang. Men i fremtiden vil presset sundhedsvæsnet også blive større, fordi vi generelt lever længere. Det er jo positivt. Og det kræver rettidig omhu. Derfor er det vores absolutte topprioritet at investere massivt i danskernes sundhed. Vi vil bruge markant flere penge på sundhedsvæsnet, end der bliver brugt i dag. Vi vil investere i flere akutberedskaber, ambulancer, sundhedshuse, hjertestartere og mere personale. Vi vil ansætte mere end 200 flere jordemødre til at forbedre forholdene på de pressede fødeafdelinger. Vi vil oprette 400 flere sengepladser i psykiatrien og uddanne 150 flere psykiatere. Vi vil sikre bedre forebyggelse, opsporing og behandling af kræft. Sundhedsvæsnet har brug for en ordentlig saltvandsindsprøjtning!",https://www.facebook.com/photo.php?fbid=662544935226077&set=a.268372681309973&type=3,,,,,,,,-2.89
Lars Løkke Rasmussen,larsloekke,100044390410889,POLITICIAN,DK,"MF, tidligere statsminister, stifter af LøkkeFonden, initiativtager til Det Politiske Mødested",2009-03-17 11:35:11,212093,213084,2022-10-14 11:03:11 CEST,2022-10-14,11:03:11,Photo,"2,465",1827,522,57,20,4,23,2,3,7,,-,0,0,0,N/A,https://www.facebook.com/100044390410889/posts/657292785760396,"Vores sundhedsvæsen er under voldsomt pres. Vi tager udgangspunkt i den praksis, der normalt bruges på operationsbordet: Man skal stoppe blødningen, inden man kan operere. Derfor præsenterer Moderaterne i dag en gennemarbejdet sundhedsreform med to overordnede indsatsområder: 1. En akut redningsplan for de danske sygehuse, så vi kan gøre op med den markante personalemangel, der sætter vores sygehusvæsen i stå. 2. En grundlæggende omstilling, der vil sikre fremtidens sundhedsvæsen. En reform der vil stå vagt om den fri og lige adgang til sygdomsbehandling. Det er nødvendigt. Læs reformudspillet her: https://moderaterne.dk/akutplan/",https://www.facebook.com/photo.php?fbid=657292105760464&set=a.349440306545647&type=3,,Laegevagt ev Skadestue ING,,,,,,1.1
Morten Messerschmidt,MortenMesserschmidt,100044379401397,POLITICIAN,DK,"Velkommen til den officielle Facebook-side for Morten Messerschmidt. 

",2010-11-11 15:16:21,75053,78406,2022-10-14 10:27:05 CEST,2022-10-14,10:27:05,Photo,"1,370",789,193,172,10,4,3,124,67,8,,-,0,0,0,N/A,https://www.facebook.com/100044379401397/posts/663541205135187,"SKAL DIN LOKALE BAGER LUKKE, FORDI REGERINGEN SIDDER PÅ HÆNDERNE? Havde i går fornøjelsen af at møde Mark. Mark er anden generation af det familieejede bageri Guldægget, som i alt har seks forretninger rundt om i Esbjerg. Bagtæppet for besøget er dog alt andet end fornøjeligt. De stigende priser har også ramt Marks bageri hårdt. I august lød elregningen på hele 305.000 kr., hvilket er en stigning på 230.000 kr., hvis man sammenligner med samme måned sidste år. Det siger næsten sig selv, at der er grænser for, hvor længe der er råd til det. Mange små lokalsamfund risikerer at gå i opløsning, hvis bagerier, købmænd og andre små erhvervsdrivende må dreje nøglen. Det besværliggør indkøb for de mest ressourcesvage danskere, fjerner lokale arbejdspladser og gør de sværere for lokalsamfundene at fastholde beboere og tiltrække nye. Det er altså NU, der er brug for hjælp og ikke først i det nye år. Til den tid kan de ubetalelige regninger for længst have taget livet af et bageri som Marks. Jeg fatter ikke, hvorfor regeringen ikke vil komme trængte erhvervsdrivende til undsætning. Står det til mig og Dansk Folkeparti, så skal vi holde hånden under små erhvervsdrivende som Mark. Vi skal hjælpe langt mere og vi skal hjælpe nu. Det er en opgave for hele Danmark at sikre de små virksomheder, som hver dag holder hjulene igang ude i lokalsamfundene. Vi risikerer, at Danmark knækker over, hvis ikke der kommer en hjælp, der kan mærkes her og nu.",https://www.facebook.com/photo.php?fbid=663540375135270&set=a.263201378502507&type=3,,,,,,,,-1.44
Alex Vanopslagh,AlexLiberalAlliance,100044413450282,POLITICIAN,DK,Formand for Liberal Alliance ,2017-06-06 19:57:54,96093,112415,2022-10-14 09:11:13 CEST,2022-10-14,09:11:13,Photo,"5,309",4652,488,66,97,0,4,1,0,1,,-,0,0,0,N/A,https://www.facebook.com/100044413450282/posts/678523253638117,"I går var jeg i ""Mød partierne"" med Kåre Quist på DR1 til en snak om LA og vores politik. De viste endda også nogle af vores fine kampagnevideoer. Jeg vil være ærlig: Jeg er godt tilfreds. Men det er jo meget vigtigere, hvad I synes! Så I kan se det her, hvis I har tid og lyst! https://www.dr.dk/drtv/se/moed-partierne_-liberal-alliance_342798",https://www.facebook.com/photo.php?fbid=678525356971240&set=a.389425369214575&type=3,,Mod Partierne,,,,,,1.06
Mette Frederiksen,mettefrederiksen.dk,100044576643050,POLITICIAN,DK,Statsminister og formand for Socialdemokratiet. Jeg fører ikke profilen som statsminister. ,2009-03-12 21:24:01,339823,384405,2022-10-14 07:53:14 CEST,2022-10-14,07:53:14,Photo,"10,353",8046,1137,85,871,5,80,3,68,58,,-,0,0,0,N/A,https://www.facebook.com/100044576643050/posts/664262801736269,"Godmorgen herfra Aalborg. I dag er det Skolernes Motionsdag. Rigtig god dag til alle børn, unge og lærere som skal i træningstøjet i dag 😊 Har selv været tidligt oppe til spinning på Gugvej. Det er ved at blive lyst, og jeg glæder mig til en dag på Bornholm. God fredag til jer alle.",https://www.facebook.com/photo.php?fbid=664262785069604&set=a.396459791849906&type=3,,,,,,,,1.25
Sikandar Siddique,sikandar.siddique.politiker,100063606495233,POLITICIAN,DK," Former Member of Parliament (DK)
Political leader of Independent Greens
(Frie Grønne)",2021-01-08 10:52:15,17197,19063,2022-10-13 22:43:42 CEST,2022-10-13,22:43:42,Photo,324,216,57,17,29,0,2,0,0,3,,-,0,0,0,N/A,https://www.facebook.com/100063606495233/posts/527625842700961,"På vej hjem, endelig. Nu er der ikke mange kilometer tilbage, før jeg igen er hjemme i mit København efter et par hektiske, men fantastiske dage. I går var jeg på Aarhus Universitet til “konstruktivt vælgermøde” med de andre partiledere. Det var en lidt anderledes og mere reflekteret debat, selvom man stadig godt kunne mærke, at der er valgkamp. Dagen i dag startede på gaden ved banegården i Aarhus, hvor stemningen, som altid i Aarhus, var helt genial. Det er altså utroligt, som den by bare altid leverer på god stemning og politisk interesserede mennesker. Men selvom Aarhus er svær at forlade, måtte vi alligevel hoppe i elbilen og køre mod Esbjerg for at komme til dagens partilederdebat på TV2. Elbiler er fremtiden, men vi skal altså have udbygget den infrastruktur! Jeg nåede næsten at blive nervøs for ikke at nå debatten, da der pludselig skulle findes strøm til bilen - og det er altså ikke nemt. Min vi ankom heldigvis i tide i den lille elbil - i hvert fald ved siden af Inger og Papes enorme partibusser. Debatten i Esbjerg var for gymnasieelever, som stod klar med alle de rigtige spørgsmål til os politikere. Og én ting står altså helt klart, når man kommer rundt til debatter på gymnasierne - de unge er totalt med på, hvordan der skal prioriteres politisk. De har forstået klimakrisens alvor. Efter to opladninger kan jeg nu se København. Endelig. Nu skal jeg hjem til og nyde et roligt øjeblik, inden ræset starter igen i morgen tidlig. God aften, venner. 🙏💚",https://www.facebook.com/photo.php?fbid=527625509367661&set=a.237123328417882&type=3,,,,,,,,-2.25
Sofie Carsten Nielsen,sofiecarstennielsen,100044593532150,POLITICIAN,DK,Medlem af Folketinget for Radikale Venstre.,2011-05-27 19:40:58,28667,31071,2022-10-13 21:28:51 CEST,2022-10-13,21:28:51,Photo,336,238,48,14,20,2,8,0,6,0,,-,0,0,0,N/A,https://www.facebook.com/100044593532150/posts/712243453605433,"I dag besøgte jeg den dansk-tyske grænse og mødte bl.a. Sabrina, der er grænsependler og dagligt bliver frustreret over de køer, som den såkaldte ""midlertidige"" grænsekontrol medfører. Det kan jeg godt forstå, du bliver, Sabrina. For grænsekontrollen er desværre meningsløs symbolpolitik - signalpolitik i stedet for real-politik. Men der er desværre stadig et flertal i Folketinget, der synes, det er vigtigt at signalere, at vi har grænsekontrol. Selv om den ikke virker. Det vil jeg kæmpe for at lave om på. Ikke kun fordi politiet kunne bruge kræfterne langt bedre andre steder. Men også fordi vi med grænsekontrollen risikerer at opbygge mentale grænser. Danskere orker ikke at køre til Tyskland, og tyskerne orker ikke at køre til Danmark. Der bliver bygget nye grænser op i vores hoveder - grænser, som vi har brugt rigtig meget tid på at bryde ned. Alt dét, vi har bygget op gennem årene i Europa, handler jo om, at vi kan møde hinanden. At vi kan komme hinanden ved. Både fysisk og mentalt. Så lad os lytte til sønderjyderne. Lytte til vores naboer i Tyskland. Og lad os afskaffe grænsekontrollen, inden den for alvor sætter sig fast i hovederne på os.",https://www.facebook.com/photo.php?fbid=712242716938840&set=a.440298354133279&type=3,,TARY NYT,,,,,,-1.07
Mai Villadsen,Mai.Villadsen.Enhedslisten,100058145316378,POLITICIAN,DK,"Politisk ordfører for Enhedslisten.
Arbejder for bedre velfærd, mere klimahandling og mindre ulighed!",2019-01-24 15:51:16,20207,21735,2022-10-13 21:17:33 CEST,2022-10-13,21:17:33,Photo,"1,183",872,138,27,110,5,21,0,4,6,,-,0,0,0,N/A,https://www.facebook.com/100058145316378/posts/513821240566049,"Jeg var tæt på at få morgenkaffen galt i halsen, da jeg læste den her overskrift i min avis her til morgen: »Det ville være gift for den grønne omstilling at følge Mai Villadsens vej«    Du tænker måske, at budskabet kom fra Inger Støjberg og resten af højrefløjen, som hele tiden har travlt med at kritisere Enhedslisten for vores høje klimaambitioner. Men nej. Udtalelsen kommer fra.. De Radikale! 😳   Radikale er tilsyneladende mere optagede af, at de grønne aftaler bliver brede end af, at de bliver gode. I samme interview indrømmer Martin Lidegaard endda, at jeg har ret i, at blå blok har været med til at bremse klimahandlingen. Undskyld, men hvorfor dælen vil I så i regering med dem? Hvorfor er brede blåsorte aftaler mere vigtige for jer end gode grønne aftaler?  Helt ærligt - klimakrisen har ikke tid til at fortsætte den uambitiøse kurs. Klimakrisen har ikke tiden til at vi overlader roret til højrefløjen. Speederen skal i bund.    Kære Radikale - kom nu over på den grønne fløj. Alt andet er simpelthen skadeligt for den grønne omstilling.",https://www.facebook.com/photo.php?fbid=513821223899384&set=a.261042145843961&type=3,,,,,,,,1.25
Søren Pape Poulsen,SorenPapePoulsen,100044117301725,POLITICIAN,DK,Formand for Det Konservative Folkeparti og tidligere justitsminister. ,2014-08-12 17:51:53,88420,92700,2022-10-13 19:58:41 CEST,2022-10-13,19:58:41,Photo,"18,488",11726,4813,784,51,115,667,27,290,15,,-,0,0,0,N/A,https://www.facebook.com/100044117301725/posts/662096675270903,"Der er desværre ting, jeg ikke kan udtale mig om pga. tavshedspligt. Men hør lige, hvor vilde ting, der er kommet frem i dag… Lars Findsens nye bog vidner om, at noget er helt, helt galt. I ved, Lars Findsen som, indtil han blev anholdt, var chef for Danmarks største hemmeligheder i Forsvarets Efterretningstjeneste. I bogen står der, at daværende forsvarsminister Trine Bramsen skulle have sagt til Lars Findsen, at han blev hjemsendt for at redde regeringen. Ikke på grund af saglighed og faglighed - men for at redde regeringen! Men det er ikke det eneste. Lars Findsen skriver også, at PET forsøgte at tilbyde ham en aftale, hvis han tilstod og afslørede sine kilder. Noget, som er klart ulovligt i Danmark. Og det er dybt foruroligende. Flere medier har beskrevet, hvordan de største beslutninger i Findsen-sagen er truffet i toppen af Statsministeriet. Så alvorlige påstande fra en tidligere efterretningschef kan simpelthen ikke stå hen i det uvisse. Tænk, hvis vi har en regering, som har ødelagt vores efterretningstjenester for at beskytte sig selv. Skal det her land forblive et af de mest tillidsfulde samfund i verden, så skal den her sag undersøges til bunds i en kommissionsundersøgelse. Det sidste ord i denne sag er ikke sagt.",https://www.facebook.com/photo.php?fbid=662096498604254&set=a.268372681309973&type=3,,,,,,,,5.39
Pia Olsen Dyhr,pia.olsen.dyhr,100044404390308,POLITICIAN,DK,Formand for SF,2008-11-19 09:16:45,82935,84973,2022-10-13 19:26:23 CEST,2022-10-13,19:26:23,Photo,"1,288",1040,107,17,99,0,5,0,6,14,,-,0,0,0,N/A,https://www.facebook.com/100044404390308/posts/655723122584495,"Endnu en lang valgkampsdag. Nu er jeg landet på Fanø. Jeg har været til debat på Rybners Gymnasium i Esbjerg, men var desværre ikke med i den del af debatten der handlede om mistrivsel. Det ærgrer mig lidt, men: Der findes få dagsordener, der er vigtigere end mistrivselskrisen blandt vores børn og unge. Helt ærlig, det gælder vores børn og unges helbred. De er vores et og alt nu - og de er vores fremtid. Jeg bliver forarget og ærligt talt stiktosset, når jeg hører politiske modstandere sige, de skal gå hjem til mor og far med deres hjertesorger. (Det blev dog ikke sagt her til aften) Det er en ikke så raffineret måde at sige ""tag en tudekiks"" på. Er vi ikke længere? Er vi ikke der nu, hvor psykisk og mentalt helbred skal tages ligeså alvorligt, som det fysiske. Det synes jeg. Det er hjerteskærende og bekymrende med alle eksemplerne, vi hører netop nu, på børn, der ikke kommer i skole, fordi de ligger hjemme med ondt i maven, og i livet. Det er frygteligt for alle de unge, der ikke får hjælp, før de bliver helt og aldeles livstrætte. Det er kritisk - ikke bare for de ramte og deres familier, men for samfundet, fordi det jo i sidste ende betyder, at der ikke er et velfungerende arbejdsmarked fremover, hvis halvdelen af en ungdomsgeneration får lov at mistrives ""i fred"". Lide i stilhed. Uden at vi stopper op. Griber ind. Hjælper i tide. Spørger ind til, hvad der gik galt. Jeg negligerer ikke vi voksnes problemer. Eller de fattige pensionister. De psykisk syge. Mange af jer skriver til mig, om jeg har glemt jer, men tro mig, jeg arbejder også for jer. Men vi har et fælles ansvar for, at det samfund, vi har skabt, ikke fratager de unge retten til at fejle. Eller til at trives. Til at føle sig noget værd og blive taget alvorlige. Derfor er mistrivselsdagsordenen så utroligt vigtig, og derfor skal det her valg også være børnenes og de unges valg. Vores personale i psykiatrien er pressede. Men for de syge og for deres venner og pårørende, er det endnu værre. Vi svigter sådan set alle. Vi nåede lige inden valget blev udskrevet, at få taget et spadestik - men slet ikke gravet i bund. Psykiatri-aftalen er et skridt på vejen - men vi er slet ikke i mål. Mistrivsel og psykiatri er ikke nødvendigvis det samme. Men det kan være det. Og mistrivsel kan udvikle sig til psykisk sygdom. Og bliver det ikke opdaget hurtigt nok, kommer hjælpen ikke hurtigt nok, og er hjælpen ikke tilstrækkelig og følger vi ikke tingene til dørs - så bliver mindre problemer langsomt, men sikkert til store problemer. Det er så ulykkeligt. Jeg bliver meget grebet af de historier jeg får i øjeblikket. Og jeg er glad for at SF har været helt centrale i at få skabt en fornyet debat og afsat flere penge. Men der er lang vej igen. Og vi kan altså ikke hverken reducere de her problemer til den enkeltes problem, eller tro det går over. Der er så mange børn og unge der er pressede, at det har epidemisk karakter. Og det sætter sig mange spor i vores samfund. Mistrivselskrisen er en af flere helt store kriser vi står med. Men den er også een af de vigtigste. Og det er derfor at den - sammen med klima - er i toppen af SF prioriteringer. Også efter valget!",https://www.facebook.com/photo.php?fbid=655723029251171&set=a.349705189852958&type=3,,,,,,,,-1.59
Sikandar Siddique,sikandar.siddique.politiker,100063606495233,POLITICIAN,DK," Former Member of Parliament (DK)
Political leader of Independent Greens
(Frie Grønne)",2021-01-08 10:52:15,17197,19063,2022-10-13 19:21:39 CEST,2022-10-13,19:21:39,Photo,182,121,23,15,14,0,7,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/100063606495233/posts/527501612713384,"STOP al fossil infrastruktur. Nu! Vores afhængighed af olie og andre fossile brændsler er grunden til, at vi står i en altødelæggende klimakrise. Hvis vi skal have nogen som helst chance for at nå Parisaftalens mål og undgå den værste klimakatastrofe, kan vi ikke blive ved. Vi er nødt til at indføre et akut stop for al fossil infrastruktur. Det betyder, at vi dropper tankerne om en Kattegatforbindelse, Egholmforbindelse og den vanvittige gasledning til Lolland, Baltic Pipe. For at få en planet i balance, hvor både naturen og mennesker trives, skal vi handle med det samme. Bryd fri af 30 års klimapolitisk fiasko. Bryd med magten. Stem Q. #brydfri",https://www.facebook.com/photo.php?fbid=527501376046741&set=a.237123328417882&type=3,,,,,,,,-4
Mette Frederiksen,mettefrederiksen.dk,100044576643050,POLITICIAN,DK,Statsminister og formand for Socialdemokratiet. Jeg fører ikke profilen som statsminister. ,2009-03-12 21:24:01,339776,384378,2022-10-13 17:54:40 CEST,2022-10-13,17:54:40,Photo,"5,210",3896,648,127,403,2,44,0,30,60,,-,0,0,0,N/A,https://www.facebook.com/100044576643050/posts/663802665115616,"Et godt fællesskab for alle ❤️ Klub Trampolinen i Brønderslev. Jeg bliver stolt af at være dansker, når jeg besøger et sted som det her. Handicappolitik fylder sjældent meget i en valgkamp. Desværre. For der er mange mennesker, der lever med funktionsnedsættelse. Og vi har et kæmpe ansvar som samfund for at passe godt på dem, der har mest brug for det. Tak til de dygtige medarbejdere her på stedet. Og tak for, at jeg måtte besøge jer og jeres skønne fællesskab 🙏🏼",https://www.facebook.com/photo.php?fbid=663802645115618&set=a.396459791849906&type=3,,,,,,,,-1.59
Lars Løkke Rasmussen,larsloekke,100044390410889,POLITICIAN,DK,"MF, tidligere statsminister, stifter af LøkkeFonden, initiativtager til Det Politiske Mødested",2009-03-17 11:35:11,212061,213053,2022-10-13 15:31:07 CEST,2022-10-13,15:31:07,Photo,"3,289",2684,497,68,5,7,16,3,5,4,,-,0,0,0,N/A,https://www.facebook.com/100044390410889/posts/656656559157352,"Tog et frikvarter i valgkampen for at skrålæse de centrale kapitler i Lars Findsens og Mette Mayli Albæks nye bog, 'Spionchefen', der udkom i dag. Det er selvfølgelig et partsindlæg, men står det til troende, er det rystende. Har fra starten ment, at FE-sagen blev håndteret forkert, da man i sin tid gik i panik og hjemsendte bl.a. forsvarsministeriets departementschef og FE-chefen. Man væltede i billedlig forstand den første dominobrik, som siden har taget den næste og næste og næste med sig i faldet. Nu står vi så med en retssag mod landets tidligere FE-direktør og principielt også mod landets tidligere forsvarsminister, når hans parlamentariske immunitet ophører efter valget. Indtil nu har jeg tænkt, at det skete lidt 'uforvarende' og var et udslag af manglende rutine, ro eller overblik (eller hvordan man nu vil beskrive det). Bogens påstand er, at det var en bevidst politisk handling. Chokerende, hvis det er sandt. Man kan ikke få mayonnaisen tilbage i tuben, men der bliver brug for at undersøge og afdække, hvem - og hvorfor - der blev trykket på den i første omgang.",https://www.facebook.com/photo.php?fbid=656645655825109&set=a.349440299878981&type=3,,,,,,,,1.46
Pernille Vermund,PernilleVermundNB,100044133429064,POLITICIAN,DK,Formand for Nye Borgerlige og medlem af Folketinget ,2019-11-13 14:36:58,102587,132423,2022-10-13 13:55:39 CEST,2022-10-13,13:55:39,Photo,"4,967",3970,672,240,45,5,23,1,10,1,,-,0,0,0,N/A,https://www.facebook.com/100044133429064/posts/643842920430150,"ENDNU EN OMGANG MAGTMISBRUG, METTE FREDERIKSEN? Endnu en omgang magtmisbrug med udspring omkring statsminister Mette Frederiksens regering. Det er umiddelbart, hvad jeg tænker, når jeg læser de første omtaler af tidligere spionchef Lars Findsens nyudgivne bog. Jeg tror, der er mange danskere, der som jeg mistænker, at der er ugler i mosen. Det er der kun én ting at gøre ved. Vi må se at få hele sagen kulegravet, endevendt og lagt frem. Folketinget må igen have gang i granskningsudvalget og nedsat en uafhængig kommission til at afdække hele den mudrede sags forløb. Det er så anden gang, at Folketinget må undersøge Mette Frederiksens regering for alvorlig mistanke om lovbrud og embedsmisbrug. Og der kan jo dukke mere op i de kommende år, når en ny regering rykker ind i kontorerne og får kigget efter i skabene. Jeg er virkelig bekymret på folkestyrets vegne. Det bør enhver demokratisk sindet borger være – selv socialdemokrater.",https://www.facebook.com/photo.php?fbid=643839993763776&set=a.382515529896225&type=3,,,,,,,,-1.13
Jakob Ellemann-Jensen,jakobellemann,100044564643750,POLITICIAN,DK,"Venstres formand
Medlem af Folketinget",2016-05-04 09:50:59,43117,51195,2022-10-13 13:33:12 CEST,2022-10-13,13:33:12,Status,"3,150",2413,658,38,8,2,19,1,8,3,,-,0,0,0,N/A,https://www.facebook.com/100044564643750/posts/647278940100922,"Vi skal have undersøgt FE-sagen. Det fortsætter med at vælte frem med nye oplysninger i den såkaldte FE-sag. Senest i dag, hvor den tidligere FE-chef har udgivet en bog med sin del af historien. Det er en dybt foruroligende sag, som risikerer at have svækket vores internationale samarbejdspartneres tillid til Danmarks efterretningstjenester. Det er meget alvorligt. Derfor mener jeg, at vi skal have undersøgt hele forløbet. Fra tiden op til den pressemeddelelse, som førte til hjemsendelsen af en række ledende medarbejdere, og til sigtelserne af Lars Findsen og Claus Hjort. Hvad er der præcis foregået, og hvordan har regeringstoppen været involveret i beslutningerne? Det skal afklares af en uafhængig kommissionsundersøgelse. Danmark er ikke tjent med andet.",,,,,,,,,1.54
Alex Vanopslagh,AlexLiberalAlliance,100044413450282,POLITICIAN,DK,Formand for Liberal Alliance ,2017-06-06 19:57:54,95659,111988,2022-10-13 13:26:43 CEST,2022-10-13,13:26:43,Photo,"6,550",5577,626,234,57,8,25,1,18,4,,-,0,0,0,N/A,https://www.facebook.com/100044413450282/posts/677889150368194,"LAD OS NU FÅ DEN KOMMISSION TIL AT UNDERSØGE FE-SAGEN ”Jeg er med på, at der ikke er noget bebrejde hverken FE, din indhentningschef eller dig. Men du har været med i så mange år, at du godt ved, at jeg skal kunne tælle til 90.” Sådan sagde daværende forsvarsminister Trine Bramsen angiveligt til tidligere efterretningschef Lars Findsen. Det skriver Lars Findsen i sin nye bog, der er udkommet i dag. Og hvis der er blot det mindste hold i Findsens påstande, er det en skandale på linje med minksagen – endnu et eksempel på, at denne regering er elendig til at håndtere kriser, når det spidser til. Den handler i panik. Den respekterer ikke sine begrænsninger. Og den mørklægger og benægter. Skandalen om Forsvarets Efterretningstjeneste viser hvordan det går, når der ikke er nogen, der siger stop i tide. Sagen eskalerer helt vildt, og lige pludselig har man sigtet en tidligere forsvarsminister for landsforræderi og anholdt FE-chefen med aktionsstyrken i lufthavnen. Det er kort sagt meget, meget skræmmende brug af statsmagtens meget store hammer. Journalisten Hans Davidsen-Nielsen har skrevet en bog om sagen, hvor han beskriver hvordan Barbara Bertelsen har et horn i siden på Lars Findsen. Tænk sig hvis personlige vendettaer får lov til at kaste vores hemmelige tjenester ud i kaos. Det er uacceptabelt, hvis det er tilfældet. En lang række tidligere departementschefer, tidligere ministre og tidligere statsministre har forsøgt at kalde regeringen til orden. Det forlyder endda, at socialdemokraten Poul Nyrup har forsøgt at tale Mette Frederiksen til fornuft. Lige lidt har det hjulpet. Mette Frederiksens amatøragtige håndtering - hjemsendelsen af hele ledelsen i Forsvarets Efterretningstjeneste, sagen mod efterretningschef Lars Findsen og sigtelsen mod tidligere forsvarsminister Claus Hjort Frederiksen – har været til ufattelig stor skade for retsstaten, folkestyret og for vores troværdighed blandt allierede, ikke mindst USA. Vi skal til bunds i denne sag. Vi skal have en kommission til at vende hver en sten. Og så skal Mette Frederiksen og hendes regering sendes på porten, så den ikke kan lave flere ulykker. Det er op til dig, når du skal stemme d. 1. november.",https://www.facebook.com/photo.php?fbid=677889087034867&set=a.389425372547908&type=3,,LA,,,,,,1.3
Inger Støjberg,IngerStojberg,100044534615134,POLITICIAN,DK,"Student fra Morsø Gymnasium
Uddannet fra InformationsAkademiet
MBA (Master of Business Administration), Aalborg Universitet, 2013
Redaktør på Viborg Bladet (1999-2001)
Amtsrådsmedlem (1994-2001)
Medlem af Folketinget (2001-
Beskæftigelsesminister(2009-2011)",2011-05-10 07:43:02,199623,216995,2022-10-13 13:23:48 CEST,2022-10-13,13:23:48,Photo,"2,429",1930,341,99,24,3,23,0,6,3,,-,0,0,0,N/A,https://www.facebook.com/100044534615134/posts/666551248172690,"Socialdemokraterne er dybt splittede om udlændingepolitikken. Både på ministerholdet og blandt toneangivende folketingsmedlemmer og folketingskandidater begynder man nu at modarbejde planen om et asylcenter i Afrika. Hvor tror du, udlændingepolitikken ender efter et valg, hvor de radikale vil sidde med i regeringen, hvis der fortsat er rødt flertal? Det er nu vi skal holde fast. Det kræver en borgerlig regering.",https://www.facebook.com/photo.php?fbid=666550431506105&set=a.400326218128529&type=3,,SOCIALDEMOKRATERNE ER DYBT SPLITTEDE OM UDLANDINGEPOLITIKKEN INGER STOJBERG DANMARKS DEMOKRATERNE,,,,,,-4.05
Inger Støjberg,IngerStojberg,100044534615134,POLITICIAN,DK,"Student fra Morsø Gymnasium
Uddannet fra InformationsAkademiet
MBA (Master of Business Administration), Aalborg Universitet, 2013
Redaktør på Viborg Bladet (1999-2001)
Amtsrådsmedlem (1994-2001)
Medlem af Folketinget (2001-
Beskæftigelsesminister(2009-2011)",2011-05-10 07:43:02,199623,216995,2022-10-13 11:59:48 CEST,2022-10-13,11:59:48,Photo,"2,754",2200,442,30,46,1,26,0,9,0,,-,0,0,0,N/A,https://www.facebook.com/100044534615134/posts/666506384843843,"Danmark fortjener en ny statsminister, og det kæmper vi videre for. ❤️🇩🇰",https://www.facebook.com/photo.php?fbid=666505374843944&set=a.400326228128528&type=3,,"07:30 ODENSE BANEGARD STOJBERGS PROGRAM FOR FREDAG 09:00 DR PI, UGENS GAST LYT MED 14:30 BILKA, NASTVED DANMARKS DEMOKRATERNE AFTEN KULTURNATTEN, CHRISTIANSBORG",,,,,,-3.57
Sikandar Siddique,sikandar.siddique.politiker,100063606495233,POLITICIAN,DK," Former Member of Parliament (DK)
Political leader of Independent Greens
(Frie Grønne)",2021-01-08 10:52:15,17197,19063,2022-10-13 10:53:33 CEST,2022-10-13,10:53:33,Native Video,299,187,52,29,7,0,21,0,3,0,owned,Yes,3447,3705,0,00:01:01,https://www.facebook.com/100063606495233/posts/527053556091523,"Det her har jeg altså glædet mig til! For nyligt var jeg på besøg hos Alexander og Den Dyriske Time til en snak om klimapolitik og Frie Grønnes klimavision. Det var en kæmpe fornøjelse, og i dag kan I endelig få lov til at høre programmet. Tusind tak til Alexander for en inspirerende snak. Lyt programmet her: https://spoti.fi/3Talsl6:=:https://open.spotify.com/episode/3FHenQd9DtJHvjM0shdWoa",https://www.facebook.com/sikandar.siddique.politiker/videos/518681990072740/,,,,,,,,-2.56
